BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
5,"9781450375795","10.1145/3419249.3420108","Kulyk, Oksana; Milanovic, Kristina; Pitt, Jeremy","Does My Smart Device Provider Care About My Privacy? Investigating Trust Factors and User Attitudes in IoT Systems","",,,"","",2020,"New York, NY, USA","","https://doi.org/10.1145/3419249.3420108","Proceedings of the 11th Nordic Conference on Human-Computer Interaction: Shaping Experiences, Shaping Society","","","","","Association for Computing Machinery","","","","","","","With the wide spread of IoT devices, smart systems gain more and more control over personal data and daily lives of their users. This control, however, can easily be misused, either by system providers themselves acting in bad faith, or by external attackers. Implementing proper measures towards security and privacy protection of smart systems, therefore, becomes of critical importance. In this paper we present a study to investigate beliefs among end users, whether the smart system providers are both capable and motivated to implement such measures. For this purpose, we conduct an online survey of 98 participants from the UK, which we analyse using quantitative and qualitative methods. Our results show that users' trust in proper security and privacy protection in smart systems is influenced by a multitude of factors such as information about concrete technologies and privacy policies of the systems, but also information about the company such as its reputation or geographical location. We conclude that transparency by companies, regarding both the technologies behind the concrete system and the general practices of the company itself, is a crucial factor in ensuring end user confidence.","","","",""
6,"9781450382007","10.1145/3429351.3431750","Zavalyshyn, Igor","Building Private-by-Design IoT Systems","",,,"","42--46",2020,"New York, NY, USA","","https://doi.org/10.1145/3429351.3431750","Proceedings of the 21st International Middleware Conference Doctoral Symposium","","","Middleware'20 Doctoral Symposium","","Association for Computing Machinery","","","","","","","Internet of Things (IoT) devices have revolutionized the way we interact with our physical environment. With a single tap on a smartphone screen or a voice command one can control home lighting, thermostats and cameras, monitor physical activity, and keep track of personal belongings. However, while these devices become more and more embedded in our daily lives, there are growing concerns over the privacy and security of highly sensitive data they collect. Numerous cases of data abuse, unauthorized sharing and leakage have been reported. Unfortunately, existing IoT systems have not only failed to prevent such cases, but often contributed to those. To address this issue, we propose a clean-slate approach to building secure and private-by-design IoT systems, in which users retain full control and ownership of their IoT data. The approach builds upon key design concepts: (1) a dataflow programming model for building IoT apps and services, and (2) a mechanism to track sensitive sensor data flows inside these apps and automatically verify their compliance with user-defined privacy and security preferences.","","IoT, privacy,data flows tracking and verification","",""
6,"9781450387514","10.1145/3433174.3433586","Aydin, Kubra; Saglam, Rahime Belen; Li, Shujun; Bulbul, Abdullah","When GDPR Meets CRAs (Credit Reference Agencies): Looking through the Lens of Twitter","",,,"","",2020,"New York, NY, USA","","https://doi.org/10.1145/3433174.3433586","13th International Conference on Security of Information and Networks","","","SIN 2020","","Association for Computing Machinery","","","","","","","Collecting information about consumers and businesses from various sources, Credit reference agencies (CRAs) help many organizations such as financial institutions to assess creditworthiness of applicants and customers of their services. CRAs' business model depends on processing a high volume of personal data including highly sensitive ones, which must be processed within the relevant legal frameworks in different countries they operate their business, e.g., the European Union's new GDPR (General Data Protection Regulation). This paper reports a data-driven analysis of CRA- and GDPR-related discussions on Twitter. Our analysis covers the three largest multi-national CRAs: Equifax, Experian and TransUnion and we also looked at the UK's data protection authority, ICO, and two UK-based privacy-advocating NGOs, Privacy International and Open Rights Group (ORG). We have analyzed public tweets of their official Twitter accounts and other public tweets talking about them. Our analysis revealed a very surprising lack of awareness of CRA- and GDPR-related data privacy issues within the general public and an astonishing lack of active communications of CRAs to the general public on relevant GDPR-related privacy issues: out of 39,549 collected tweets we identified only 153 relevant tweets (0.387{\%}). This small number of tweets are dominated by mentions of security issues ({\%}73.2), especially data breaches affecting CRAs, not data subject rights or privacy issues directly. Other tweets are mainly about complaints regarding inaccurate data in credit files and questions about how to exercise right to rectification, just two of many data subject rights defined in the GDPR.","","GDPR, communication, credit reference agencies, data protection, general data protection regulation, law, online social networks, privacy, social media, twitter,transparency","",""
7,"","10.1145/3437537","Alhirabi, Nada; Rana, Omer; Perera, Charith","Security and Privacy Requirements for the Internet of Things: A Survey","ACM Trans. Internet Things",2,1,"feb","",2021,"New York, NY, USA","","https://doi.org/10.1145/3437537","","","","","","Association for Computing Machinery","","","","","","","The design and development process for internet of things (IoT) applications is more complicated than that for desktop, mobile, or web applications. First, IoT applications require both software and hardware to work together across many different types of nodes with different capabilities under different conditions. Second, IoT application development involves different types of software engineers such as desktop, web, embedded, and mobile to work together. Furthermore, non-software engineering personnel such as business analysts are also involved in the design process. In addition to the complexity of having multiple software engineering specialists cooperating to merge different hardware and software components together, the development process requires different software and hardware stacks to be integrated together (e.g., different stacks from different companies such as Microsoft Azure and IBM Bluemix). Due to the above complexities, non-functional requirements (such as security and privacy, which are highly important in the context of the IoT) tend to be ignored or treated as though they are less important in the IoT application development process. This article reviews techniques, methods, and tools to support security and privacy requirements in existing non-IoT application designs, enabling their use and integration into IoT applications. This article primarily focuses on design notations, models, and languages that facilitate capturing non-functional requirements (i.e., security and privacy). Our goal is not only to analyse, compare, and consolidate the empirical research but also to appreciate their findings and discuss their applicability for the IoT.","","design principles, non functional requirements, notation, software design tools, software engineering,Internet of Things","",""
6,"192068285X","10.5555/1274531.1274552","Wahlstrom, Kirsten; Quirchmayr, Gerald","The Motivation and Proposition of a Privacy-Enhancing Architecture for Operational Databases","",,,"","173--182",2007,"AUS","","","Proceedings of the Fifth Australasian Symposium on ACSW Frontiers - Volume 68","","","ACSW '07","","Australian Computer Society, Inc.","","","","","","","To date, research has focussed on privacy from a wide perspective, enabling organisations to implement various technologies that contribute to privacy protection. However, in such approaches the perspective of the data subject is often obscured in favour of meeting technical design requirements. The privacy architecture proposed in this paper is premised upon a view of privacy as unique to each individual person, changing over time and maintained through the control of personal data. This conceptualisation of privacy is evidenced by the research literature as well as various legislation. This paper establishes a requirement for a Privacy-Enhancing Technology for operational databases through a consideration of the state of practice and the relevant literature. An architecture for such a technology, which acknowledges and supports this understanding of privacy and which is based upon the Use and Disclosure Principle of the Australian privacy regulation framework, is then proposed. The architecture extends its privacy protection capabilities from primary to secondary data processing applications.","","database architectures, regulation,privacy","",""
6,"9781605580999","10.5555/1367832.1367866","Warner, Janice; Chun, Soon Ae","A Citizen Privacy Protection Model for E-Government Mashup Services","",,,"","188--196",2008,"","","","Proceedings of the 2008 International Conference on Digital Government Research","","","dg.o '08","","Digital Government Society of North America","","","","","","","The Web 2.0 technologies allow dynamic content creation using syndications or mashups, extracted from diverse data sources, including government enterprise data. As a primary source of citizen data, the government has the obligation not only to make public data available for citizen access as stated in the Freedom of Information Act, but also to protect the privacy of individual citizen's records as stated in the Privacy Act. Unlike in the electronic commercial environment where the user can view the company privacy policy and indicate transaction data to be protected through opt-out mechanisms, opt-out in the mashup environment with government data is not so easy. In a mashup, a third party mashup Web application provider requests the individual's data from the government agencies through Web services. Since the data is public data not necessarily provided through an electronic interaction, individual citizens are not necessarily able to express fine-grained privacy policies on how data may be used. In addition, the government agency's privacy policy is very coarse grained, and the relative sensitivity of individual citizens is not considered. In this paper, we provide a Privacy Protection Model for Mashup Applications, using a mashup related multi-dimensional privacy protection space which includes parameters to specify mashup providers, mashup-specific operators, and mashup purposes. A personal privacy policy network is a distributed architecture where citizens can publish their individual privacy policies that can be applied to the use of their data and consulted by data providers including government agencies.","","e-government mashup services, personal privacy policy network, regulatory privacy policy, web 2.0,citizen privacy","",""
7,"","10.5555/1747137.1747178","North, Max; Perryman, DeAnthony; Burns, Shekinah; North, Sarah","A Comparative Study of Information Security and Ethics Awareness in Diverse University Environments","J. Comput. Sci. Coll.",25,5,"may","223--230",2010,"Evansville, IN, USA","","","","","","","","Consortium for Computing Sciences in Colleges","","","","","","","People involved in management information systems face several challenges, especially when it comes to securing their information systems. This is most evident within the university environment, specifically when providing computing resources to students in diverse university environments. There is a common belief that students who attend technology universities have more awareness of security and ethics than those who do not. This study was conducted to compare the levels of information security and ethics awareness of students in diverse university environments. It compares survey data collected from two different university environments-a liberal arts university and technology university. The result of this comparative study shows that students attending the technology university tend to be more aware of security and ethics in information systems than those who attend the liberal arts university. Finally, based on analysis of the collected data, several recommendations are provided to increase the awareness of computer security and ethics in university environments.","","","",""
6,"9781921770296","10.5555/2527208.2527209","Quah, Audrey Mei Yi; R{\"{o}}hm, Uwe","User Awareness and Policy Compliance of Data Privacy in Cloud Computing","",,,"","3--12",2013,"AUS","","","Proceedings of the First Australasian Web Conference - Volume 144","","","AWC '13","","Australian Computer Society, Inc.","","","","","","","Cloud computing is promising many technical benefits such as enhanced scalability, computing elasticity, and cost efficiency. However, with the benefits of cloud-based, hosted software platforms also comes the responsibility to data privacy. This paper investigates the data privacy issues brought about by cloud computing from an Australian perspective with specific focus on two aspects: How does cloud computing affect organisations' compliance to Australian privacy and data protection regulations? And to what extent are end-users aware of how cloud computing technologies affect their privacy?We present the results of an online survey among cloud computing users and contrast these with the technological possibilities and the cloud provider positions. According to this survey, almost half of the end-users were unaware that they are in fact using one or more cloud services themselves already today. At the same time, the overwhelming majority of the participants (more than 90{\%}) agreed that companies need to inform customers if they store and process personal customer information in the cloud. Cloud computing is playing an important role in the future of IT but the technology's privacy risks and the apparent user-unawareness necessitates the push for greater transparency of the technology.","","","",""
6,"9780769556970","10.5555/3233397.3233518","Vuong, Julia; Braun, Simone","Towards Efficient and Secure Data Storage in Multi-Tenant Cloud-Based CRM Solutions","",,,"","612--617",2015,"","","","Proceedings of the 8th International Conference on Utility and Cloud Computing","","","UCC '15","","IEEE Press","","","","","","","Even though enterprises increasingly recognize the benefits of cloud computing, many are still reluctant using cloud-based applications or services like customer relationship management (CRM) solutions due to security and privacy concerns. This article aims at defining a roadmap to derive a holistic framework providing data privacy and security by design in the context of cloud-based multi-tenant CRM systems. As a CRM system developed for SMEs CAS PIA serves as an example for typically occurring data structures and use cases including the innovative concept of user-defined security levels for different data types. We present a scenario and requirements analysis for motivating the need for a suitable user-context-specific security concept and a data and privacy preserving framework.","","cloud, data privacy, security by design,CRM","",""
6,"","10.5555/3374138.3374154","Massarczyk, Erik; Winzer, Peter","Influence of the Perceived Data Security, Credibility, Trust and Confidence on the Usage Frequency of Internet Services and the Provision of Security Measures","",,,"","",2019,"San Diego, CA, USA","","","Proceedings of the 2019 Summer Simulation Conference","","","SummerSim '19","","Society for Computer Simulation International","","","","","","","Since internet services are more and more used in the daily private and business life, greater efforts on data security, credibility, confidence and trust regarding the networks, operators, service providers and security measures need to be performed. However, internet users often prefer a better performance and a greater availability of services rather than a higher data security for internet services. To verify if credibility, trust, confidence and data security are really less important in regard to the usage and usage frequency of internet services, the named variables and relations will be analyzed with an adjusted conceptual model based on elements of the Unified Theory of Acceptance and Use of Technology 2. This paper will describe the theoretical approach of the conceptual model and the research hypotheses for the later quantitative analysis.","","credibility, data security, trust, usage frequency,internet services","",""
7,"","2019","","Why you need cybersecurity insurance","International Financial Law Review",,,"aug","",2019,"London","","https://search.proquest.com/scholarly-journals/why-you-need-cybersecurity-insurance/docview/2286662390/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aabiglobal{\&}atitle=Why+you+need+cybersecurity+insurance{\&}title=International+Financial+Law+Review{\&}issn=02626969{\&}date=2019-08-08{\&}volume={\&}issue={\&}spage={\&}au={\&}isbn={\&}jtitle=International+Financial+Law+Review{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/","","","","","","Euromoney Institutional Investor PLC","","","","","","Copyright - Copyright Euromoney Institutional Investor PLC Aug 8, 2019 Last updated - 2020-11-17","[...]it seems to be well within a board director's duty to at least examine whether a cyber-insurance policy should be taken out.  Typical examples include forms of cyberterrorism, cyber criminality (including extortion), identity theft, the spying on, disclosure and/or theft of sensitive information (addresses, credit card information, passwords, etc.), business interruption resulting from a hacking attack, damage to data by a hacker, so-called Distributed Denial of Service Attacks (DDoS), whereby typically a server of a company is flooded with superfluous requests to overload systems and thereby paralyse the server, and the introduction of malware (viruses, worms and other malicious codes) into a firm's IT system.  According to a 2017 study of the European Union Agency for Network and Information Security (ENISA) the lack of commonality in risk assessment language is a difficulty for the cyber insurance industry.  First-party losses Cyber policies also provide insurance cover for a number of defined first-party losses, such as a loss of earnings due to damage to reputation, crisis management costs, data recovery and system improvement costs, cyber extortion payments and financial losses incurred as a direct consequence of a cyberattack such as erroneous payments to third parties.","","52412:Direct Insurance (except Life, Health, and Medical) Carriers,Confidentiality,Costs,Data integrity,Extortion,Insurance coverage,Intellectual property,Internet crime,Law--International Law,Liability insurance,Malware,Property {\&} casualty insurance,Property damage,Risk management","",""
7,"","2020","","E-Customer Security as a Social Value in the Sphere of Sustainability","Sustainability",12,24,"","10590",2020,"Basel","","https://search.proquest.com/scholarly-journals/e-customer-security-as-social-value-sphere/docview/2471984376/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aesdb{\&}atitle=E-Customer+Security+as+a+Social+Value+in+the+Sphere+of+Sustainability{\&}title=Sustainability{\&}issn={\&}date=2020-01-01{\&}volume=12{\&}issue=24{\&}spage=10590{\&}au={\&}isbn={\&}jtitle=Sustainability{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.3390{\%}2Fsu122410590","","","","","","MDPI AG","","","","","","Name - International Labor Organization Copyright - {\textcopyright} 2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. Last updated - 2020-12-23","Customer security in the e-commerce sector is not, but should be, approached in terms of sustainability, because it is a social problem concerning more than 2 billion people worldwide and over 20 million shopping sites. New techniques and technologies are implemented in this sector not only by e-sellers, but also by cybercriminals, which significantly lowers the level of its security. The purpose of the paper is to present, on the basis of own research, the main e-commerce threats from the perspective of the customer and the seller, and to indicate the possibility of their elimination, which should contribute to sustainable development. The threats from the e-customer's perspective were identified by considering individual phases of online purchase. In the case of e-shops, the threats were analyzed in a personnel—computer hardware—software structure. As conducted research shows, the threats for e-customers are located in three main areas: security of the means of payment, security of personal data and payment cards, and security of purchased goods. The security of the e-customer largely depends on the security of the e-store in which the purchase is made. Research has shown that e-stores are not fully secure, which mainly results from negligence and the lack of knowledge in the sphere of cybersecurity.","","Computer security,Consumerism,Consumption,Customers,Electronic commerce,Environmental Studies,Environmental impact,Exploitation,Literature reviews,Negligence,Population growth,Security,Shopping,Social problems,Sustainable development,Threat evaluation,Threats,e-commerce,e-customer,e-shop,security,social threats,sustainable development","",""
7,"","2020b","","Security and Privacy in Big Data Life Cycle: A Survey and Open Challenges","Sustainability",12,24,"","10571",2020,"Basel","","https://search.proquest.com/scholarly-journals/security-privacy-big-data-life-cycle-survey-open/docview/2471625906/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aesdb{\&}atitle=Security+and+Privacy+in+Big+Data+Life+Cycle{\%}3A+A+Survey+and+Open+Challenges{\&}title=Sustainability{\&}issn={\&}date=2020-01-01{\&}volume=12{\&}issue=24{\&}spage=10571{\&}au={\&}isbn={\&}jtitle=Sustainability{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.3390{\%}2Fsu122410571","","","","","","MDPI AG","","","","","","Copyright - {\textcopyright} 2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. Last updated - 2020-12-22","The use of big data in various fields has led to a rapid increase in a wide variety of data resources, and various data analysis technologies such as standardized data mining and statistical analysis techniques are accelerating the continuous expansion of the big data market. An important characteristic of big data is that data from various sources have life cycles from collection to destruction, and new information can be derived through analysis, combination, and utilization. However, each phase of the life cycle presents data security and reliability issues, making the protection of personally identifiable information a critical objective. In particular, user tendencies can be analyzed using various big data analytics, and this information leads to the invasion of personal privacy. Therefore, this paper identifies threats and security issues that occur in the life cycle of big data by confirming the current standards developed by international standardization organizations and analyzing related studies. In addition, we divide a big data life cycle into five phases (i.e., collection, storage, analytics, utilization, and destruction), and define the security taxonomy of the big data life cycle based on the identified threats and security issues.","","Access control,Big Data,Collection,Consent,Data analysis,Data collection,Data integrity,Data mining,Data processing,Destruction,Environmental Studies,General Data Protection Regulation,Innovations,International standardization,Knowledge,Life cycle analysis,Life cycles,Privacy,Security,Security management,Social networks,Standardization,Standards,Statistical analysis,Taxonomy,big data,big data security,life cycle,privacy","",""
7,"","2021f","","Towards a Collection of Security and Privacy Patterns","Applied Sciences",11,4,"","1396",2021,"Basel","","https://search.proquest.com/scholarly-journals/towards-collection-security-privacy-patterns/docview/2487606305/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aagriculturejournals{\&}atitle=Towards+a+Collection+of+Security+and+Privacy+Patterns{\&}title=Applied+Sciences{\&}issn={\&}date=2021-01-01{\&}volume=11{\&}issue=4{\&}spage=1396{\&}au={\&}isbn={\&}jtitle=Applied+Sciences{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.3390{\%}2Fapp11041396","","","","","","MDPI AG","","","","","","Copyright - {\textcopyright} 2021. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. Last updated - 2021-02-14","Security and privacy (SP)-related challenges constitute a significant barrier to the wider adoption of Internet of Things (IoT)/Industrial IoT (IIoT) devices and the associated novel applications and services. In this context, patterns, which are constructs encoding re-usable solutions to common problems and building blocks to architectures, can be an asset in alleviating said barrier. More specifically, patterns can be used to encode dependencies between SP properties of individual smart objects and corresponding properties of orchestrations (compositions) involving them, facilitating the design of IoT solutions that are secure and privacy-aware by design. Motivated by the above, this work presents a survey and taxonomy of SP patterns towards the creation of a usable pattern collection. The aim is to enable decomposition of higher-level properties to more specific ones, matching them to relevant patterns, while also creating a comprehensive overview of security- and privacy-related properties and sub-properties that are of interest in IoT/IIoT environments. To this end, the identified patterns are organized using a hierarchical taxonomy that allows their classification based on provided property, context, and generality, while also showing the relationships between them. The two high-level properties, Security and Privacy, are decomposed to a first layer of lower-level sub-properties such as confidentiality and anonymity. The lower layers of the taxonomy, then, include implementation-level enablers. The coverage that these patterns offer in terms of the considered properties, data states (data in transit, at rest, and in process), and platform connectivity cases (within the same IoT platform and across different IoT platforms) is also highlighted. Furthermore, pointers to extensions of the pattern collection to include additional patterns and properties, including Dependability and Interoperability, are given. Finally, to showcase the use of the presented pattern collection, a practical application is detailed, involving the pattern-driven composition of IoT/IIoT orchestrations with SP property guarantees.","","Access control,Architecture,Composition,Context,Decomposition,Design,Designers,Industrial Internet of Things (IIoT),Industrial applications,Internet of Things,Internet of Things (IoT),Interoperability,Privacy,Properties (attributes),Sciences: Comprehensive Works,Security,Semiotics,Taxonomy,dependability,interoperability,pattern taxonomy,pattern-based engineering,privacy patterns,security patterns","",""
7,"","Abouelmehdi2018","Abouelmehdi, Karim; Beni-Hessane, Abderrahim; Khaloufi, Hayat","Big healthcare data: preserving security and privacy","Journal of Big Data",5,1,"jan","1--18",2018,"Department of Computer Science Laboratory LAMAPI and LAROSERI, Chouaib Doukkali University, El Jadida, Morocco ; Department of Computer Science Laboratory LAMAPI and LAROSERI, Chouaib Doukkali University, El Jadida, Morocco","","https://search.proquest.com/scholarly-journals/big-healthcare-data-preserving-security-privacy/docview/1992786326/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:","","","","","","Springer Nature B.V.","","","","","","Copyright - Journal of Big Data is a copyright of Springer, (2018). All Rights Reserved. Last updated - 2020-11-17","Big data has fundamentally changed the way organizations manage, analyze and leverage data in any industry. One of the most promising fields where big data can be applied to make a change is healthcare. Big healthcare data has considerable potential to improve patient outcomes, predict outbreaks of epidemics, gain valuable insights, avoid preventable diseases, reduce the cost of healthcare delivery and improve the quality of life in general. However, deciding on the allowable uses of data while preserving security and patient's right to privacy is a difficult task. Big data, no matter how useful for the advancement of medical science and vital to the success of all healthcare organizations, can only be used if security and privacy issues are addressed. To ensure a secure and trustworthy big data environment, it is essential to identify the limitations of existing solutions and envision directions for future research. In this paper, we have surveyed the state-of-the-art security and privacy challenges in big data as applied to healthcare industry, assessed how security and privacy issues occur in case of big healthcare data and discussed ways in which they may be addressed. We mainly focused on the recently proposed methods based on anonymization and encryption, compared their strengths and limitations, and envisioned future research directions.","","Anonymization,Big Data,Big healthcare data,Computer security,Computers--Electronic Data Processing,Data management,Encryption,Epidemics,Health care,Medical science,Organizations,Outbreaks,Privacy,Security and privacy,Security lifecycle,Trustworthiness","",""
7,"","Abuduaini2014","Abuduaini, Abudureheman","Barriers and Benefits in the Adoption of E-Government in China","Applied Mechanics and Materials",678,,"oct","473--476",2014,"Zurich","","https://search.proquest.com/scholarly-journals/barriers-benefits-adoption-e-government-china/docview/1609609946/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Amaterialsscijournals{\&}atitle=Barriers+and+Benefits+in+the+Adoption+of+E-Government+in+China{\&}title=Applied+Mechanics+and+Materials{\&}issn=16609336{\&}date=2014-10-01{\&}volume=678{\&}issue={\&}spage=473{\&}au=Abuduaini{\%}2C+Abudureheman{\&}isbn=978-3-03835-291-4{\&}jtitle=Applied+Mechanics+and+Materials{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.4028{\%}2Fwww.scientific.net{\%}2FAMM.678.473","","","","","","Trans Tech Publications Ltd.","","","","","","Copyright - Copyright Trans Tech Publications Ltd. Oct 2014 Last updated - 2018-10-06","","","E-Government,Engineering--Mechanical Engineering,Internet,Public Services","",""
7,"","Ackerman2004","Ackerman, Mark S.","Privacy in pervasive environments: next generation labeling protocols","Personal and Ubiquitous Computing",8,6,"nov","430--439",2004,"London","","https://search.proquest.com/scholarly-journals/privacy-pervasive-environments-next-generation/docview/208938007/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:jo","","","","","","Springer Nature B.V.","","","","","","Copyright - Copyright Springer-Verlag 2004 Last updated - 2014-08-30","In pervasive environments, privacy is likely to be a major issue for users, and users will want to be notified of potential data capture. To provide notice to  users, this paper argues for what it calls labeling protocols, technical mechanisms through which users can be informed of data requests and their consequences.  Recent experiences with the Platform for Privacy Preferences Project (P3P), an attempt to provide privacy mechanisms for the Web, suggest important lessons for the design of a next generation labeling protocol that will be usable and useful in pervasive environments. This paper examines the P3P lessons and open issues with an eye to pervasive requirements. [PUBLICATION ABSTRACT]","","Computers,Labeling,Privacy,Protocol","",""
7,"","Acquisti2016","Acquisti, Alessandro; Taylor, Curtis; Wagman, Liad","The Economics of Privacy","Journal of Economic Literature",54,2,"jun","442--492",2016,"Nashville","","https://search.proquest.com/scholarly-journals/economics-privacy/docview/1793913411/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ","","","","","","American Economic Association","","","","","","Copyright - Copyright American Economic Association Jun 2016 Document feature - References Last updated - 2020-11-17 CODEN - JECLB3","This article summarizes and draws connections among diverse streams of theoretical and empirical research on the economics of privacy. We focus on the economic value and consequences of protecting and disclosing personal information, and on consumers' understanding and decisions regarding the trade-offs associated with the privacy and the sharing of personal data. We highlight how the economic analysis of privacy evolved over time, as advancements in information technology raised increasingly nuanced and complex issues. We find and highlight three themes that connect diverse insights from the literature. First, characterizing a single unifying economic theory of privacy is hard, because privacy issues of economic relevance arise in widely diverse contexts. Second, there are theoretical and empirical situations where the protection of privacy can both enhance and detract from individual and societal welfare. Third, in digital economies, consumers' ability to make informed decisions about their privacy is severely hindered because consumers are often in a position of imperfect or asymmetric information regarding when their data is collected, for what purposes, and with what consequences. We conclude the article by highlighting some of the ongoing issues in the privacy debate of interest to economists. (JEL D82, D83, G20, I10, L13, M31, M37 )","","1130:Economic theory,1200:Social policy,9130:Experimental/theoretical,Abstracting And Indexing Services,Advertising,Bayesian analysis,Economics,Economists,Information sharing,Information systems,Labor market,Marketing,Political economy,Privacy,Social networks,Studies","",""
7,"","Adams2017","Adams, Mackenzie","Big Data and Individual Privacy in the Age of the Internet of Things","Technology Innovation Management Review",7,4,"apr","12--24",2017,"Ottawa","","https://search.proquest.com/scholarly-journals/big-data-individual-privacy-age-internet-things/docview/1963138244/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aabiglobal{\&}atitle=Big+Data+and+Individual+Privacy+in+the+Age+of+the+Internet+of+Things{\&}title=Technology+Innovation+Management+Review{\&}issn={\&}date=2017-04-01{\&}volume=7{\&}issue=4{\&}spage=12{\&}au=Adams{\%}2C+Mackenzie{\&}isbn={\&}jtitle=Technology+Innovation+Management+Review{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/","","","","","","Talent First Network","","","","","","Copyright - Copyright Talent First Network Apr 2017 Last updated - 2020-11-17 SubjectsTermNotLitGenreText - Canada","The availability of "big data" and "smart" products are credited with advancing solutions to complex problems in medicine, transportation, and education, among others. However, with big data comes big responsibility. The collection, storage, sharing, and analysis of data are far outpacing individual privacy protections, whether technological or legislative. The Internet of Things (IoT), with its promise to create networks of networks, will magnify individual data privacy threats. Recent data breaches, exposing the personal information of millions of users, provide insight into the vulnerability of personal data. Although seemingly expansive, there are core individual privacy issues that are central to current big data breaches and anticipated IoT threats. This article examines both big data and the IoT using examples of data privacy breaches to illustrate the impact of individual data loss. Furthermore, the article examines the complexity of tackling technological and legislative challenges in protecting individual privacy. It concludes by summarizing these issues in terms of the future implications of the IoT and the loss of privacy.","","Big Data,Business And Economics,Canada,Complexity,Data integrity,Data loss,Data management,Entrepreneurship,Internet of Things,Privacy,Studies","",""
